2023-08-29T17:50:25.952Z;spetushkou;[package-init]: prepare local project done
2023-08-29T17:50:25.957Z;spetushkou;[package-init]: initialize package.json done
2023-08-29T17:50:25.960Z;spetushkou;[package-init]: npm install done
2023-08-29T17:50:25.962Z;spetushkou;[package-init]: initialize CHANGELOG.md done
2023-08-29T17:50:25.964Z;spetushkou;[package-init]: initialize TODO done
2023-08-29T17:50:25.967Z;spetushkou;[package-init]: initialize README.md done
2023-08-29T17:50:29.940Z;spetushkou;[package-init]: initialize a remote git repo done
